"id"	"source_id"	"name"	"value"
"683"	"39"	"Borough"	"3"
"684"	"39"	"Borough"	"3"
"685"	"39"	"Borough"	"3"
"686"	"39"	"Borough"	"3"
"687"	"39"	"Borough"	"3"
"688"	"39"	"Borough"	"3"
"689"	"39"	"Borough"	"3"
"690"	"39"	"Borough"	"3"
"691"	"39"	"Borough"	"3"
"692"	"39"	"Borough"	"3"
"693"	"39"	"Borough"	"3"
"694"	"39"	"Borough"	"3"
"695"	"40"	"Borough"	"3"
"696"	"40"	"Borough"	"3"
"697"	"40"	"Borough"	"3"
"698"	"40"	"Borough"	"3"
"699"	"40"	"Borough"	"3"
"700"	"40"	"Borough"	"3"
"701"	"40"	"Borough"	"3"
"702"	"40"	"Borough"	"3"
"703"	"40"	"Borough"	"3"
"704"	"40"	"Borough"	"3"
"705"	"40"	"Borough"	"3"
"706"	"40"	"Borough"	"3"
"707"	"40"	"Borough"	"3"
"708"	"40"	"Borough"	"3"
"709"	"40"	"Borough"	"3"
"710"	"40"	"Borough"	"3"
"711"	"41"	"Borough"	"3"
"712"	"41"	"Borough"	"3"
"713"	"41"	"Borough"	"3"
"714"	"41"	"Borough"	"3"
"715"	"41"	"Borough"	"3"
"716"	"41"	"Borough"	"3"
"717"	"41"	"Borough"	"3"
"718"	"41"	"Borough"	"3"
"719"	"41"	"Borough"	"3"
"720"	"41"	"Borough"	"3"
"721"	"41"	"Borough"	"3"
"722"	"41"	"Borough"	"3"
"723"	"41"	"Borough"	"3"
"724"	"41"	"Borough"	"3"
"725"	"41"	"Borough"	"3"
"726"	"41"	"Borough"	"3"
"727"	"42"	"Borough"	"3"
"728"	"42"	"Borough"	"3"
"729"	"42"	"Borough"	"3"
"730"	"42"	"Borough"	"3"
"731"	"42"	"Borough"	"3"
"732"	"42"	"Borough"	"3"
"733"	"42"	"Borough"	"3"
"734"	"42"	"Borough"	"3"
"735"	"42"	"Borough"	"3"
"736"	"42"	"Borough"	"3"
"737"	"42"	"Borough"	"3"
"738"	"42"	"Borough"	"3"
"739"	"42"	"Borough"	"3"
"740"	"42"	"Borough"	"3"
"741"	"42"	"Borough"	"3"
"742"	"42"	"Borough"	"3"
"743"	"43"	"Borough"	"3"
"744"	"43"	"Borough"	"3"
"745"	"43"	"Borough"	"3"
"746"	"43"	"Borough"	"3"
"747"	"43"	"Borough"	"3"
"748"	"43"	"Borough"	"3"
"749"	"43"	"Borough"	"3"
"750"	"43"	"Borough"	"3"
"751"	"43"	"Borough"	"3"
"752"	"43"	"Borough"	"3"
"753"	"43"	"Borough"	"3"
"754"	"43"	"Borough"	"3"
"755"	"43"	"Borough"	"3"
"756"	"43"	"Borough"	"3"
"757"	"43"	"Borough"	"3"
"758"	"43"	"Borough"	"3"
"759"	"44"	"Borough"	"3"
"760"	"44"	"Borough"	"3"
"761"	"44"	"Borough"	"3"
"762"	"44"	"Borough"	"3"
"763"	"44"	"Borough"	"3"
